time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
197300,2022-06-18 13:20:01,4.52604896190993,-73.7718792152342,-107.611552,,,10726.971666754,21.653544,9.4846256,618.52364184,793.37929048,16,5,15.085,10834.583218754,0,20.7588032,618.52364184,-3.131716,8.94776,0,111.3, -8, -2.3,0,0,1393,1024,1024,1024,56,0,0,0,112.1,-77.6,82,3.767,3.78,3.779,3.759,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
197400,2022-06-18 13:20:01,4.52604758985086,-73.7718755344777,-107.611552,,,10726.971666754,21.653544,9.5517338,619.53414056,794.80645588,16,5,15.324,10834.583218754,0,20.7588032,619.53414056,-3.35541,8.94776,0,111.3, -7.5, -2.5,0,0,1383,1024,1024,1024,54,0,0,0,112.1,-77.4,82,3.84,3.84,3.832,3.812,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
197500,2022-06-18 13:20:01,4.52604620381776,-73.7718719258715,-107.611552,,,10726.971666754,21.653544,9.5517338,620.51839256,796.21393624,16,5,15.324,10834.583218754,0,20.7588032,620.51839256,-3.35541,8.94776,0,111.3, -7, -2.5,0,0,1376,1024,1024,1024,53,0,0,0,112.1,-77.4,82,3.84,3.84,3.832,3.812,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
197600,2022-06-18 13:20:01,4.52604477867105,-73.7718682578959,-107.611552,,,10726.971666754,21.653544,9.5517338,621.51904876,797.64438248,16,5,15.324,10834.583218754,0,20.7588032,621.51904876,-3.35541,8.94776,0,111.2, -6.4, -2.5,0,0,1373,1024,1024,1024,53,0,0,0,112.1,-77.4,82,3.84,3.84,3.832,3.812,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
197700,2022-06-18 13:20:01,4.52604337914342,-73.7718646315613,-107.611552,,,10726.971666754,21.653544,9.5517338,622.51314328,799.06170536,16,5,15.324,10834.583218754,0,20.7588032,622.51314328,-3.35541,8.94776,0,111.2, -5.8, -2.5,0,0,1366,1024,1024,1024,52,0,0,0,112.1,-77.4,82,3.84,3.84,3.832,3.812,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
197800,2022-06-18 13:20:01,4.52604190392307,-73.771860980627,-107.611552,,,10726.971666754,21.653544,9.5517338,623.50395696,800.4921516,16,5,15.324,10834.583218754,0,20.7588032,623.50395696,-3.35541,8.94776,0,111.1, -5.1, -2.6,0,0,1342,1024,1024,1024,48,0,0,0,112.1,-77.4,82,3.84,3.84,3.832,3.812,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
197900,2022-06-18 13:20:01,4.52604050213494,-73.7718573731202,-107.283468,,,10727.299750754,21.653544,9.5517338,624.4914898,801.9029128,16,5,15.324,10834.583218754,0,20.7588032,624.4914898,-3.35541,8.94776,0,111.1, -4.5, -2.7,0,0,1282,1024,1024,1024,39,0,0,0,112.1,-77.4,82,3.84,3.84,3.832,3.812,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
198000,2022-06-18 13:20:01,4.52603911014234,-73.7718537055569,-107.611552,,,10726.971666754,21.653544,9.5517338,625.50526936,803.3300782,16,5,15.324,10834.583218754,0,20.7588032,625.50526936,-3.35541,8.94776,0,111, -3.7, -2.7,0,0,1275,1024,1024,1024,38,0,0,0,112.1,-77.4,82,3.84,3.84,3.832,3.812,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
198100,2022-06-18 13:20:01,4.52603773082228,-73.7718501403782,-107.283468,,,10727.299750754,21.653544,9.3504092,626.48624052,804.72115436,16,5,15.324,10834.583218754,0,20.7588032,626.48624052,-3.35541,8.724066,0,110.9, -1.9, -2.6,0,0,1276,1024,1024,1024,38,0,0,0,112.1,-77.4,82,3.84,3.84,3.832,3.812,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
198200,2022-06-18 13:20:01,4.52603623642189,-73.7718464067118,-107.283468,,,10727.299750754,21.653544,9.2609316,627.5098626,806.184409,16,5,15.324,10834.583218754,0,20.7588032,627.5098626,-3.131716,8.724066,0,110.8, -0.6, -2.6,0,0,1276,1024,1024,1024,38,0,0,0,112.1,-77.4,82,3.84,3.84,3.832,3.812,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
198300,2022-06-18 13:20:02,4.52603489121494,-73.7718429419936,-107.611552,,,10726.971666754,21.653544,9.059607,628.46458704,807.53611508,16,5,15.324,10834.583218754,0,20.7588032,628.46458704,-3.131716,8.500372,0,110.8, 0, -2.5,0,0,1274,1024,1024,1024,38,0,0,0,112.1,-77.4,82,3.84,3.84,3.832,3.812,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
198400,2022-06-18 13:20:02,4.52603358388861,-73.7718395953267,-107.611552,,,10726.971666754,21.653544,8.8582824,629.38978392,808.8418894,16,5,15.324,10834.583218754,0,20.7588032,629.38978392,-3.131716,8.276678,0,110.8, 0.2, -2.5,0,0,1272,1024,1024,1024,38,0,0,0,112.1,-77.4,82,3.84,3.84,3.832,3.812,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
198500,2022-06-18 13:20:02,4.52603229731783,-73.7718362933242,-107.611552,,,10726.971666754,21.653544,8.5674802,630.30185744,810.13125952,16,5,15.331,10834.583218754,0,20.7588032,630.30185744,-2.908022,8.052984,0,110.8, 0.3, -2.3,0,0,1279,1024,1024,1024,39,0,0,0,112.1,-77.4,82,3.842,3.843,3.833,3.813,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
198600,2022-06-18 13:20:02,4.52603110377034,-73.7718328681855,-107.611552,,,10726.971666754,21.653544,8.3437862,631.27298608,811.4501572,16,5,15.331,10834.583218754,0,20.7588032,631.27298608,-2.908022,7.82929,0,110.8, 0.2, -2.4,0,0,1372,1024,1024,1024,53,0,0,0,112.1,-77.4,82,3.842,3.843,3.833,3.813,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
198700,2022-06-18 13:20:02,4.52602987932924,-73.7718297111705,-107.611552,,,10726.971666754,21.653544,8.1424616,632.14897036,812.68375304,16,5,15.331,10834.583218754,0,20.7588032,632.14897036,-2.908022,7.605596,0,110.8, 0, -2.5,0,0,1391,1024,1024,1024,56,0,0,0,112.1,-77.4,82,3.842,3.843,3.833,3.813,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
198800,2022-06-18 13:20:02,4.52602857392091,-73.771826655303,-107.611552,,,10726.971666754,21.653544,7.941137,632.98230372,813.894383,16,5,15.331,10834.583218754,0,20.7588032,632.98230372,-2.908022,7.381902,0,110.9, -1.7, -2.6,0,0,1390,1024,1024,1024,55,0,0,0,112.1,-77.4,82,3.842,3.843,3.833,3.813,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
198900,2022-06-18 13:20:02,4.52602738831942,-73.7718236282956,-107.611552,,,10726.971666754,21.653544,7.8516594,633.82219876,815.0754854,16,5,15.331,10834.583218754,0,20.7588032,633.82219876,-2.684328,7.381902,0,111, -4.2, -2.3,0,0,1399,1024,1024,1024,57,0,0,0,112.1,-77.4,82,3.842,3.843,3.833,3.813,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
199000,2022-06-18 13:20:02,4.52602625512058,-73.7718206147562,-107.611552,,,10726.971666754,21.653544,7.8516594,634.66865548,816.24674528,16,5,15.331,10834.583218754,0,20.7588032,634.66865548,-2.684328,7.381902,0,111.1, -5.6, -2.2,0,0,1405,1024,1024,1024,58,0,0,0,112.1,-77.4,82,3.842,3.843,3.833,3.813,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
199100,2022-06-18 13:20:02,4.52602507657459,-73.7718176146848,-107.611552,,,10726.971666754,21.653544,7.8516594,635.50198884,817.421286,16,5,15.331,10834.583218754,0,20.7588032,635.50198884,-2.684328,7.381902,0,111.2, -6.5, -2.3,0,0,1407,1024,1024,1024,58,0,0,0,112.1,-77.4,82,3.842,3.843,3.833,3.813,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
199200,2022-06-18 13:20:02,4.52602391426316,-73.7718145849287,-107.283468,,,10727.299750754,21.653544,7.941137,636.3517264,818.6023884,16,5,15.331,10834.583218754,0,20.7588032,636.3517264,-2.908022,7.381902,0,111.2, -7.1, -2.5,0,0,1408,1024,1024,1024,58,0,0,0,112.1,-77.4,82,3.842,3.843,3.833,3.813,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
199300,2022-06-18 13:20:03,4.52602272386664,-73.771811550775,-107.283468,,,10727.299750754,21.653544,7.941137,637.19818312,819.78677164,16,5,15.331,10834.583218754,0,20.7588032,637.19818312,-2.908022,7.381902,0,111.3, -7.8, -2.7,0,0,1429,1024,1024,1024,61,0,0,0,112.1,-77.4,82,3.842,3.843,3.833,3.813,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
199400,2022-06-18 13:20:03,4.52602160676534,-73.7718083723209,-107.283468,,,10727.299750754,21.653544,8.1424616,638.1069758,821.0138058,16,5,15.331,10834.583218754,0,20.7588032,638.1069758,-2.908022,7.605596,0,111.3, -8.1, -2.7,0,0,1548,1024,1024,1024,79,0,0,0,112.1,-77.4,82,3.842,3.843,3.833,3.813,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
199500,2022-06-18 13:20:03,4.52602040417578,-73.7718052613444,-107.283468,,,10727.299750754,21.653544,8.1424616,638.97967924,822.2277166,16,5,15.355,10834.583218754,0,20.7588032,638.97967924,-2.908022,7.605596,0,111.3, -8.8, -2.5,0,0,1679,1024,1024,1024,99,0,0,0,112.1,-77.4,82,3.847,3.849,3.84,3.819,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
199600,2022-06-18 13:20:03,4.52601911239895,-73.7718023247651,-106.955384,,,10727.627834754,21.653544,8.3437862,639.78348504,823.3924148,16,5,15.355,10834.583218754,0,20.7588032,639.78348504,-2.908022,7.82929,0,111.4, -12.9, -2.6,0,0,1684,1024,1024,1024,100,0,0,0,112.1,-77.4,82,3.847,3.849,3.84,3.819,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
199700,2022-06-18 13:20:03,4.52601785110468,-73.7717990966992,-106.955384,,,10727.627834754,21.653544,8.6345884,640.68899688,824.6555382,16,5,15.355,10834.583218754,0,20.7588032,640.68899688,-3.131716,8.052984,0,111.6, -20.1, -2.5,0,0,1684,1024,1024,1024,100,0,0,0,112.1,-77.4,82,3.847,3.849,3.84,3.819,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
199800,2022-06-18 13:20:03,4.52601651583018,-73.771795704818,-106.955384,,,10727.627834754,21.653544,9.059607,641.64372132,825.98099756,16,5,15.355,10834.583218754,0,20.7588032,641.64372132,-3.131716,8.500372,0,111.7, -23.7, -2.1,0,0,1656,1024,1024,1024,96,0,0,0,112.1,-77.4,82,3.847,3.849,3.84,3.819,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
199900,2022-06-18 13:20:03,4.5260150941084,-73.7717920674889,-106.955384,,,10727.627834754,21.653544,9.059607,642.6673434,827.40160128,16,5,15.355,10834.583218754,0,20.7588032,642.6673434,-3.579104,9.171454,0,111.6, -24.4, -1.9,0,0,1537,1024,1024,1024,78,0,0,0,112.1,-77.4,82,3.847,3.849,3.84,3.819,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
200000,2022-06-18 13:20:03,4.52601364964455,-73.7717882794003,-106.955384,,,10727.627834754,21.653544,10.5583568,643.74017808,828.87797928,16,5,15.355,10834.583218754,0,20.7588032,643.74017808,-3.802798,9.842536,0,111.6, -24.4, -1.9,0,0,1221,1024,1024,1024,30,0,0,0,112.1,-77.4,82,3.847,3.849,3.84,3.819,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
200100,2022-06-18 13:20:03,4.52601202057265,-73.7717841201165,-106.955384,,,10727.627834754,21.653544,11.2518082,644.9147188,830.50199508,16,5,15.355,10834.583218754,0,20.7588032,644.9147188,-4.026492,10.513618,0,111.7, -23.7, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.847,3.849,3.84,3.819,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
200200,2022-06-18 13:20:03,4.52601035012666,-73.7717800860304,-106.955384,,,10727.627834754,21.653544,11.7663044,646.04332776,832.08992164,16,5,15.355,10834.583218754,0,20.7588032,646.04332776,-4.250186,10.961006,0,111.4, -15.7, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.847,3.849,3.84,3.819,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
200300,2022-06-18 13:20:03,4.52600858330094,-73.7717755622855,-106.955384,,,10727.627834754,21.653544,11.967629,647.3261362,833.8582944,16,5,15.355,10834.583218754,0,20.7588032,647.3261362,-4.250186,11.1847,-0.223694,110.7, 7.5, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.847,3.849,3.84,3.819,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
200400,2022-06-18 13:20:04,4.52600689120906,-73.7717714185317,-106.6273,,,10727.955918754,21.653544,10.961006,648.4908344,835.48559104,16,5,15.355,10834.583218754,0,20.7588032,648.4908344,-3.802798,10.289924,-0.447388,110.2, 21.7, -3,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.847,3.849,3.84,3.819,0,0,0,32,10727.955918754,-106.6273,6,P-GPS,
200500,2022-06-18 13:20:04,4.52600536194219,-73.7717674450522,-106.6273,,,10727.955918754,21.653544,9.842536,649.62600504,837.03742836,16,5,15.31,10834.583218754,0,20.7588032,649.62600504,-3.579104,9.171454,-0.671082,110.8, 24.2, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.843,3.839,3.827,3.801,0,0,0,32,10727.955918754,-106.6273,6,P-GPS,
200600,2022-06-18 13:20:04,4.52600399824029,-73.7717639474888,-106.6273,,,10727.955918754,21.653544,8.8582824,650.6233804,838.4022578,16,5,15.31,10834.583218754,0,20.7588032,650.6233804,-3.131716,8.276678,-0.447388,111, 23.8, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.843,3.839,3.827,3.801,0,0,0,32,10727.955918754,-106.6273,6,P-GPS,
200700,2022-06-18 13:20:04,4.52600276900425,-73.7717607978951,-106.6273,,,10727.955918754,21.653544,7.941137,651.52233056,839.6325728,16,5,15.31,10834.583218754,0,20.7588032,651.52233056,-2.908022,7.381902,-0.223694,111, 23.6, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.843,3.839,3.827,3.801,0,0,0,32,10727.955918754,-106.6273,6,P-GPS,
200800,2022-06-18 13:20:04,4.5260011546601,-73.771758062512,-106.6273,,,10727.955918754,21.653544,6.7331894,652.22771116,840.78742848,16,5,15.31,10834.583218754,0,20.7588032,652.22771116,-2.460634,6.263432,0,110.8, 23.7, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.843,3.839,3.827,3.801,0,0,0,32,10727.955918754,-106.6273,6,P-GPS,
200900,2022-06-18 13:20:04,4.52600014640572,-73.7717556834818,-106.955384,,,10727.627834754,21.653544,6.0173686,652.89700252,841.72902956,16,5,15.31,10834.583218754,0,20.7588032,652.89700252,-2.23694,5.59235,0,110.6, 23.6, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.843,3.839,3.827,3.801,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
201000,2022-06-18 13:20:04,4.52599922706463,-73.771753228316,-106.955384,,,10727.627834754,21.653544,4.809421,653.60566396,842.683754,16,5,15.31,10834.583218754,0,20.7588032,653.60566396,-1.789552,4.47388,0.223694,110.4, 23.9, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.843,3.839,3.827,3.801,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
201100,2022-06-18 13:20:04,4.52599850082561,-73.7717515919512,-106.955384,,,10727.627834754,21.653544,4.1159696,654.06170072,843.33336032,16,5,15.31,10834.583218754,0,20.7588032,654.06170072,-1.565858,3.802798,0.223694,110.2, 24.5, -3.5,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.843,3.839,3.827,3.801,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
201200,2022-06-18 13:20:04,4.52599797179869,-73.7717497564521,-107.283468,,,10727.299750754,21.653544,2.908022,654.61288184,844.0288984,16,5,15.31,10834.583218754,0,20.7588032,654.61288184,-1.11847,2.684328,0.447388,109.7, 23.6, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.843,3.839,3.827,3.801,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
201300,2022-06-18 13:20:05,4.52599757573065,-73.7717488536824,-107.283468,,,10727.299750754,21.653544,2.125093,654.86550652,844.38650996,16,5,15.31,10834.583218754,0,20.7588032,654.86550652,-0.671082,2.013246,0.447388,109.8, 18.3, -3.5,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.843,3.839,3.827,3.801,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
201400,2022-06-18 13:20:05,4.52599726556182,-73.77174805261,-107.283468,,,10727.299750754,21.653544,1.2079476,655.09844616,844.7014706,16,5,15.31,10834.583218754,0,20.7588032,655.09844616,-0.447388,1.11847,0.447388,110.2, 11.2, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.843,3.839,3.827,3.801,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
201500,2022-06-18 13:20:05,4.52599708417335,-73.7717476904851,-107.283468,,,10727.299750754,21.653544,0.9171454,655.19687136,844.8491084,16,5,15.455,10834.583218754,0,20.7588032,655.19687136,-0.223694,0.894776,0.223694,110.6, 5.7, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.869,3.877,3.865,3.844,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
201600,2022-06-18 13:20:05,4.5259970559513,-73.7717471964286,-107.283468,,,10727.299750754,21.653544,0.4921268,655.35763252,845.02627376,16,5,15.455,10834.583218754,0,20.7588032,655.35763252,-0.223694,0.447388,0,110.7, 2.7, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.869,3.877,3.865,3.844,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
201700,2022-06-18 13:20:05,4.52599696806556,-73.771747035362,-106.955384,,,10727.627834754,21.653544,0.447388,655.40356428,845.0951714,16,5,15.455,10834.583218754,0,20.7588032,655.40356428,0,0.447388,0,110.8, 1.3, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.869,3.877,3.865,3.844,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
201800,2022-06-18 13:20:05,4.52599688278283,-73.7717468931232,-106.6273,,,10727.955918754,21.653544,0.223694,655.43965352,845.15422652,16,5,15.455,10834.583218754,0,20.7588032,655.43965352,0,0.223694,0,110.9, 0.5, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,82,3.869,3.877,3.865,3.844,0,0,0,32,10727.955918754,-106.6273,6,P-GPS,
201900,2022-06-18 13:20:05,4.52599683942223,-73.7717468304557,-106.6273,,,10727.955918754,21.653544,0,655.45605772,845.18375408,16,5,15.455,10834.583218754,0,20.7588032,655.45605772,0,0,0,110.9, 0, -3,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.869,3.877,3.865,3.844,0,0,0,32,10727.955918754,-106.6273,6,P-GPS,
202000,2022-06-18 13:20:05,4.52599707650145,-73.7717468939479,-106.6273,,,10727.955918754,21.653544,0,655.46590024,845.27233676,16,5,15.455,10834.583218754,0,20.7588032,655.46590024,0,0,0,110.9, -0.3, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.869,3.877,3.865,3.844,0,0,0,32,10727.955918754,-106.6273,6,P-GPS,
202100,2022-06-18 13:20:05,4.52599710061355,-73.7717469017814,-106.6273,,,10727.955918754,21.653544,0,655.46590024,845.28217928,16,5,15.455,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -0.4, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.869,3.877,3.865,3.844,0,0,0,32,10727.955918754,-106.6273,6,P-GPS,
202200,2022-06-18 13:20:05,4.52599728987962,-73.7717472641812,-106.6273,,,10727.955918754,21.653544,0,655.36747504,845.42981708,16,5,15.455,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -1, -2.6,0,0,1024,1024,760,1024,0,0,-40,0,112.1,-77.4,81,3.869,3.877,3.865,3.844,0,0,0,32,10727.955918754,-106.6273,6,P-GPS,
202300,2022-06-18 13:20:06,4.52599735837984,-73.7717473437526,-106.6273,,,10727.955918754,21.653544,0,655.35107084,845.46918716,16,5,15.455,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -2.1, -2.1,0,0,1024,1024,547,1024,0,0,-72,0,112.1,-77.4,81,3.869,3.877,3.865,3.844,0,0,0,32,10727.955918754,-106.6273,6,P-GPS,
202400,2022-06-18 13:20:06,4.5259975487419,-73.7717475776564,-106.955384,,,10727.627834754,21.653544,0,655.29529656,845.57745488,16,5,15.455,10834.583218754,0,20.7588032,655.46590024,0,0,0,110.9, -2.9, -2.3,0,0,1024,1024,621,1024,0,0,-61,0,112.1,-77.4,81,3.869,3.877,3.865,3.844,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
202500,2022-06-18 13:20:06,4.52599762683214,-73.7717476686343,-106.955384,,,10727.627834754,21.653544,0.223694,655.27561152,845.62338664,16,5,15.266,10834.583218754,0,20.7588032,655.46590024,0,-0.223694,0.447388,111, -3.4, -2.7,0,0,1024,1024,681,1024,0,0,-52,0,112.1,-77.4,81,3.824,3.826,3.818,3.798,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
202600,2022-06-18 13:20:06,4.52599797433366,-73.7717478448181,-106.955384,,,10727.627834754,21.653544,0,655.26248816,845.76446276,16,5,15.266,10834.583218754,0,20.7588032,655.46590024,0,0,0.894776,111, -3.5, -2.5,0,0,1024,1024,794,1024,0,0,-35,0,112.1,-77.4,81,3.824,3.826,3.818,3.798,0,0,0,32,10727.627834754,-106.955384,6,P-GPS,
202700,2022-06-18 13:20:06,4.52599807324795,-73.7717479212285,-107.283468,,,10727.299750754,21.653544,0.223694,655.2493648,845.81039452,16,5,15.266,10834.583218754,0,20.7588032,655.46590024,0,-0.223694,1.11847,110.9, -3.3, -1.9,0,0,1024,1024,790,1024,0,0,-35,0,112.1,-77.4,81,3.824,3.826,3.818,3.798,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
202800,2022-06-18 13:20:06,4.52599815811969,-73.7717482852775,-107.283468,,,10727.299750754,21.653544,0,655.13781624,845.94490896,16,5,15.266,10834.583218754,0,20.7588032,655.46590024,0,0,1.11847,111, -3.1, -1.4,0,0,1024,1024,673,1024,0,0,-53,0,112.1,-77.4,81,3.824,3.826,3.818,3.798,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
202900,2022-06-18 13:20:06,4.52599822833238,-73.7717483640242,-107.283468,,,10727.299750754,21.653544,0.223694,655.1181312,845.98427904,16,5,15.266,10834.583218754,0,20.7588032,655.46590024,0,-0.223694,0.894776,110.9, -3, -1.6,0,0,1024,1024,618,1024,0,0,-62,0,112.1,-77.4,81,3.824,3.826,3.818,3.798,0,0,0,32,10727.299750754,-107.283468,6,P-GPS,
203000,2022-06-18 13:20:06,4.52599827806351,-73.7717486957774,-107.611552,,,10726.971666754,21.653544,0,655.01314432,846.10567012,16,5,15.266,10834.583218754,0,20.7588032,655.46590024,0,0,1.11847,110.9, -3.5, -2.4,0,0,1024,1024,612,1024,0,0,-62,0,112.1,-77.4,81,3.824,3.826,3.818,3.798,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
203100,2022-06-18 13:20:06,4.52599831443709,-73.771748778647,-107.611552,,,10726.971666754,21.653544,0,654.99017844,846.13847852,16,5,15.266,10834.583218754,0,20.7588032,655.46590024,0,0,1.342164,111, -4, -2.9,0,0,1024,1024,621,1024,0,0,-61,0,112.1,-77.4,81,3.824,3.826,3.818,3.798,0,0,0,32,10726.971666754,-107.611552,6,P-GPS,
203200,2022-06-18 13:20:06,4.52599838095079,-73.7717489560676,-107.939636,,,10726.643582754,21.653544,0,654.94096584,846.20737616,16,5,15.266,10834.583218754,0,20.7588032,655.46590024,0,0,1.789552,111, -3.8, -3.2,0,0,1024,1024,623,1024,0,0,-61,0,112.1,-77.4,81,3.824,3.826,3.818,3.798,0,0,0,32,10726.643582754,-107.939636,6,P-GPS,
203300,2022-06-18 13:20:07,4.52599841389938,-73.7717490111765,-108.26772,,,10726.315498754,21.653544,0,654.92456164,846.23034204,16,5,15.266,10834.583218754,0,20.7588032,655.46590024,0,0,2.013246,110.9, -3.4, -3.1,0,0,1024,1024,624,1024,0,0,-61,0,112.1,-77.4,81,3.824,3.826,3.818,3.798,0,0,0,32,10726.315498754,-108.26772,6,P-GPS,
203400,2022-06-18 13:20:07,4.52599842335241,-73.7717491931323,-108.26772,,,10726.315498754,21.653544,0,654.86550652,846.29923968,16,5,15.266,10834.583218754,0,20.7588032,655.46590024,0,0,2.23694,110.9, -3.1, -2.9,0,0,1024,1024,625,1024,0,0,-60,0,112.1,-77.4,81,3.824,3.826,3.818,3.798,0,0,0,32,10726.315498754,-108.26772,6,P-GPS,
203500,2022-06-18 13:20:07,4.52599845177999,-73.7717492262526,-108.595804,,,10725.987414754,21.653544,0,654.85894484,846.31236304,16,5,15.326,10834.583218754,0,20.7588032,655.46590024,0,0,2.23694,110.9, -2.9, -2.6,0,0,1024,1024,587,1024,0,0,-66,0,112.1,-77.4,81,3.824,3.831,3.837,3.834,0,0,0,32,10725.987414754,-108.595804,6,P-GPS,
203600,2022-06-18 13:20:07,4.52599852110219,-73.7717492809493,-108.923888,,,10725.659330754,21.653544,0,654.84910232,846.34517144,16,5,15.326,10834.583218754,0,20.7588032,655.46590024,0,0,2.23694,110.9, -2.8, -2.8,0,0,1024,1024,502,1024,0,0,-79,0,112.1,-77.4,81,3.824,3.831,3.837,3.834,0,0,0,32,10725.659330754,-108.923888,6,P-GPS,
203700,2022-06-18 13:20:07,4.52599854110424,-73.7717492999145,-109.251972,,,10725.331246754,21.653544,0,654.84582148,846.35501396,16,5,15.326,10834.583218754,0,20.7588032,655.46590024,0,0,2.23694,110.9, -2.7, -3.2,0,0,1024,1024,502,1024,0,0,-79,0,112.1,-77.4,81,3.824,3.831,3.837,3.834,0,0,0,32,10725.331246754,-109.251972,6,P-GPS,
203800,2022-06-18 13:20:07,4.52599845657499,-73.7717494498493,-109.580056,,,10725.003162754,21.653544,0,654.78348552,846.41734992,16,5,15.326,10834.583218754,0,20.7588032,655.46590024,0,0,2.684328,110.9, -3, -3.7,0,0,1024,1024,501,1024,0,0,-79,0,112.1,-77.4,81,3.824,3.831,3.837,3.834,0,0,0,32,10725.003162754,-109.580056,6,P-GPS,
