time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
504200,2022-06-18 13:25:07,4.52790187620825,-73.7706354238422,-250.000008,,,10584.583210754,18.372704,12.0571066,1378.82550344,4812.664196,14,5,15.127,10834.583218754,0,31.4513764,2055.43969832,-11.1847,-4.47388,0,205, 24.2, 1.2,0,0,1024,1024,1027,1024,0,0,0,0,206.6,-3,58,3.795,3.791,3.782,3.759,0,0,0,32,10584.583210754,-250.000008,6,P-GPS,
504300,2022-06-18 13:25:08,4.52789751301975,-73.7706371680888,-250.000008,,,10584.583210754,18.372704,11.1399612,1377.2802278,4814.3702328,14,5,15.127,10834.583218754,0,31.4513764,2055.43969832,-10.289924,-4.250186,0,205.2, 23.1, 1,0,0,1024,1024,1078,1024,0,0,8,0,206.6,-3,58,3.795,3.791,3.782,3.759,0,0,0,32,10584.583210754,-250.000008,6,P-GPS,
504400,2022-06-18 13:25:08,4.52789349233226,-73.7706388109129,-249.671924,,,10584.911294754,18.372704,10.1333382,1375.84650072,4815.945036,14,5,15.127,10834.583218754,0,31.4513764,2055.43969832,-9.395148,-3.802798,0,205.4, 22.1, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3,58,3.795,3.791,3.782,3.759,0,0,0,32,10584.911294754,-249.671924,6,P-GPS,
504500,2022-06-18 13:25:08,4.52788984729984,-73.7706403245539,-249.671924,,,10584.911294754,18.372704,9.2161928,1374.54400724,4817.3886056,14,5,15.127,10834.583218754,0,31.4513764,2055.43969832,-8.500372,-3.579104,0,205.6, 21.4, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3,58,3.795,3.791,3.782,3.759,0,0,0,32,10584.911294754,-249.671924,6,P-GPS,
504600,2022-06-18 13:25:08,4.52788665683474,-73.7706416067648,-249.34384,,,10585.239378754,18.372704,8.5227414,1373.41211744,4818.6353248,14,5,15.127,10834.583218754,0,31.4513764,2055.43969832,-7.82929,-3.35541,-0.223694,205.6, 21.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3,58,3.795,3.791,3.782,3.759,0,0,0,32,10585.239378754,-249.34384,6,P-GPS,
504700,2022-06-18 13:25:08,4.52788367269227,-73.7706428642385,-249.34384,,,10585.239378754,18.372704,7.5161184,1372.33928276,4819.8164272,14,5,15.127,10834.583218754,0,31.4513764,2055.43969832,-6.934514,-2.908022,-0.223694,205.6, 21.9, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3,58,3.795,3.791,3.782,3.759,0,0,0,32,10585.239378754,-249.34384,6,P-GPS,
504800,2022-06-18 13:25:08,4.52788116421517,-73.7706440139679,-249.34384,,,10585.239378754,18.372704,6.598973,1371.41408588,4820.8334876,14,5,15.127,10834.583218754,0,31.4513764,2055.43969832,-6.039738,-2.684328,0,205.6, 22.1, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3,58,3.795,3.791,3.782,3.759,0,0,0,32,10585.239378754,-249.34384,6,P-GPS,
504900,2022-06-18 13:25:08,4.52787881657657,-73.7706450193971,-249.671924,,,10584.911294754,18.372704,5.9055216,1370.56434832,4821.7521228,14,5,15.127,10834.583218754,0,31.4513764,2055.43969832,-5.368656,-2.460634,0,205.6, 22.3, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3,58,3.795,3.791,3.782,3.759,0,0,0,32,10584.911294754,-249.671924,6,P-GPS,
505000,2022-06-18 13:25:08,4.52787693227332,-73.7706458840992,-249.671924,,,10584.911294754,18.372704,4.8988986,1369.86881024,4822.506716,14,5,15.127,10834.583218754,0,31.4513764,2055.43969832,-4.47388,-2.013246,0,205.7, 22.4, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3,58,3.795,3.791,3.782,3.759,0,0,0,32,10584.911294754,-249.671924,6,P-GPS,
505100,2022-06-18 13:25:08,4.52787522415262,-73.7706466410571,-250.000008,,,10584.583210754,18.372704,4.2054472,1369.24545064,4823.1956924,14,5,15.127,10834.583218754,0,31.4513764,2055.43969832,-3.802798,-1.789552,0,205.6, 22.5, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3,58,3.795,3.791,3.782,3.759,0,0,0,32,10584.583210754,-250.000008,6,P-GPS,
505200,2022-06-18 13:25:08,4.52787413225971,-73.7706472718553,-250.000008,,,10584.583210754,18.372704,4.2054472,1368.80909892,4823.65501,14,5,15.014,10834.583218754,0,31.4513764,2055.43969832,-2.908022,-1.342164,0,205.5, 22.6, -1,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3,58,3.772,3.763,3.751,3.728,0,0,0,32,10584.583210754,-250.000008,6,P-GPS,
505300,2022-06-18 13:25:08,4.52787306447884,-73.7706477811664,-250.000008,,,10584.583210754,18.372704,2.5053728,1368.40883644,4824.0815192,14,5,15.014,10834.583218754,0,31.4513764,2055.43969832,-2.23694,-1.11847,0,205.4, 22.8, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3,58,3.772,3.763,3.751,3.728,0,0,0,32,10584.583210754,-250.000008,6,P-GPS,
505400,2022-06-18 13:25:09,4.52787214575443,-73.7706483091678,-250.000008,,,10584.583210754,18.372704,1.8119214,1368.04138236,4824.47522,14,5,15.014,10834.583218754,0,31.4513764,2055.43969832,-1.565858,-0.894776,0,205.3, 21.9, -2,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3,58,3.772,3.763,3.751,3.728,0,0,0,32,10584.583210754,-250.000008,6,P-GPS,
505500,2022-06-18 13:25:09,4.52787164241522,-73.7706485768791,-250.000008,,,10584.583210754,18.372704,1.006623,1367.84453196,4824.6720704,14,5,15.014,10834.583218754,0,31.4513764,2055.43969832,-0.894776,-0.447388,0,205.2, 18.1, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3,58,3.772,3.763,3.751,3.728,0,0,0,32,10584.583210754,-250.000008,6,P-GPS,
505600,2022-06-18 13:25:09,4.52787178379983,-73.7706486895706,-250.000008,,,10584.583210754,18.372704,0.3131716,1367.8478128,4824.7376872,14,5,15.014,10834.583218754,0,31.4513764,2055.43969832,-0.223694,-0.223694,0,205.2, 14, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3,58,3.772,3.763,3.751,3.728,0,0,0,32,10584.583210754,-250.000008,6,P-GPS,
505700,2022-06-18 13:25:09,4.52787170598374,-73.770648773677,-250.000008,,,10584.583210754,18.372704,0,1367.80844272,4824.803304,14,5,15.014,10834.583218754,0,31.4513764,2055.43969832,0,0,0,205.3, 10.7, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3,58,3.772,3.763,3.751,3.728,0,0,0,32,10584.583210754,-250.000008,6,P-GPS,
505800,2022-06-18 13:25:09,4.52787175256397,-73.7706486161835,-250.328092,,,10584.255126754,18.372704,0,1367.86093616,4824.8689208,14,5,15.014,10834.583218754,0,31.4513764,2055.43969832,0,0,0,205.4, 8.3, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,206.6,-3.2,58,3.772,3.763,3.751,3.728,0,0,0,32,10584.255126754,-250.328092,6,P-GPS,
505900,2022-06-18 13:25:09,4.52787185668433,-73.7706485908965,-250.328092,,,10584.255126754,18.372704,0.223694,1367.89374456,4824.9017292,14,5,15.014,10834.583218754,0,31.4513764,2055.43969832,0.223694,0,0,205.5, 6.6, -2.5,0,0,1024,1024,1037,1036,0,0,2,2,206.6,-3.4,58,3.772,3.763,3.751,3.728,0,0,0,32,10584.255126754,-250.328092,6,P-GPS,
506000,2022-06-18 13:25:09,4.52787215452324,-73.7706486260783,-250.328092,,,10584.255126754,18.372704,0.223694,1367.95608052,4825.0001544,14,5,15.014,10834.583218754,0,31.4513764,2055.43969832,0.223694,0,0,205.5, 5.4, -2.4,0,0,1024,1024,1037,1034,0,0,2,2,206.6,-3.6,58,3.772,3.763,3.751,3.728,0,0,0,32,10584.255126754,-250.328092,6,P-GPS,
506100,2022-06-18 13:25:09,4.52787234878987,-73.7706485700073,-250.656176,,,10583.927042754,18.372704,0.447388,1368.02169732,4825.0657712,14,5,15.014,10834.583218754,0,31.4513764,2055.43969832,0.447388,0,0,205.7, 4.7, -2.4,0,0,1024,1024,1038,1118,0,0,2,14,206.6,-3.7,58,3.772,3.763,3.751,3.728,0,0,0,32,10583.927042754,-250.656176,6,P-GPS,
506200,2022-06-18 13:25:09,4.52787282171528,-73.770648404543,-250.656176,,,10583.927042754,18.372704,0.447388,1368.18245848,4825.2626216,14,5,15.036,10834.583218754,0,31.4513764,2055.43969832,0.447388,0,0,205.7, 4.1, -2.4,0,0,1024,1024,1034,1199,0,0,2,27,206.7,-3.7,58,3.771,3.766,3.76,3.739,0,0,0,32,10583.927042754,-250.656176,6,P-GPS,
